content,sentiment
"aplikasi sangat membuat emosi kita bergebu gebu aplikasi apaan bukan memudahkan dalam pembuatan sim tetapi membuat kepala kita pening ngikutin gerakan verifikasi wajah emng wajah kita ini dianggap apaaan buka mulut.gerakan kiri kanan.angguk kepala.mata di kedip sampai hari kiamat juga gak bakalan bisa ngikutin klw di gagal lin terus seharus ny memudahkan malah ini membuat sakit kepala.mhon maff pak polisi saya komen banyak karna saya kesel berkali"" saya verifikasi wajah gak pernah berhasil.",Negatif
Niatnya sungguh2 nggak sih.. aplikasi yang seharusnya bikin mudah malah bikin cape.. verifikasi foto ktp gagal terus..,Negatif
"Lemot banget aplikasinya dan gagal terus walaupun sudah di update terbaru, servernya kenapa ya? Kalo buat nonton youtube gpp, Upload video di IG normal-normal aja.... Berarti yang kaga normal aplikasinya nih. Maaf saya uninstall aja, habis bikin emosi memuncak, kurang sabar gimana ya udah 4 hari dicoba kaga berhasil.",Negatif
"Suruh di perbarui, tapi ga bisa gimana ini",Negatif
Gagal lagi...gagal.lagi...hadeuuuuhhhh,Negatif
Tidak bisa verifikasi e-KTP padahal sudah mengikuti instruksi yang di berikan tapi selalu gagal.. Mohon Bapak/Ibu Korlantas untuk segera di perbaiki aplikasinya supaya masyarakat bisa menggunakan.. Terima Kasih,Negatif
Setelah susah payah masuk aplikasinya eh Tetep aja musti dateng ke polres/satpas terdekat PAYAH,Negatif
Udah dowlod berhasil verifikasi ehhh teryata layanan belom siap tidak bs di gunakan,Negatif
"Verifikasinya ribet gagal mulu, Kagak jelas",Negatif
Verifikasi payah apk apa pak orang IT koorlantas rekrut orang canggih dong,Negatif
Masih blm bisa buat login.. Selalu gagal sudah saya coba dari seminggu yg lalu.. Padahal SIM saya sudah mau habis ditanggal 23 april Ini gmn..mana kerjaan gak bisa ditinggal..satpas juga buka pendaftaran hanya sampai jam 10 pagi saja.. Sedangakan saya kerja dari pagi sampai sore bahkan malem.. Yg seharusnya ini jadi solusi knp gak bisa digunakan?,Negatif
"Kebapa ketika saya melakukan digitalisasi sim gagal terus, harus menghububgi satpas",Negatif
"Tahapan sudah selesai, sampai proses pembayaran TAPI tidak bisa bayar PNBP, gimana aplikasi belum siap kok sdh diluncurkan. Tahu bakalan begini kn datang langsung ke kantor polisi terdekat. Rugi waktu dan materi. Masa perpanjang lewat, jadi kena aturan membuat sim baru...",Negatif
Malah ribet ..karna dua kali kerja...,Negatif
lagi nunggu update proses perpanjangan sim nasional dari tanggal 19 april 2021,Negatif
Verifikasi ektp gagal terus padahal sudah sesuai instruksi,Negatif
"Mana kagak bisa didonlot, jgn ngeprank donk.😂",Negatif
"saya perpanjang sim dengan aplikasi ini, tapi tes kesehatan harus datang ke polres untuk foto dan sidik jari pun di polres. akhirnya saya berhasil perpanjangan sim di polres..",Negatif
"Di update teteap saja tidak bisa verifikasi KTP, pinter bikin aplikasi tapi tidak berfungsi",Negatif
"aplikasi belum siap pake ini mah, setelah keluar dari menu pembayaran saya tidak bisa balik lagi untuk membayar",Negatif
"Harus di revisi ini aplikasi , feritivikasi wajah gak bisa2 padahal udah betul , gimana ini , mohon tindak lanjuti",Negatif
"KECEWA sudah melakukan semua prosedur tapi proses gagal dan pengembalian uang pembayaran transfer yg seharusnya 75.000+10.000+27.500 hanya kembali 63.000, hasil test kesehatan dan test psikologi yg bayar melalui aplikasi dan dinyatakan memenuhi syarat tetapi tidak dapat digunakan pada saat pembuatan langsung di polres PARE, jadi saya harus mengulangi proses dari AWAL test kesehatan 30.000 test psikologi 50.000 dan pembuatan sim C 75.000 terima kasih mohon diperbaiki aplikasi",Negatif
Maaf...tolong diperbaiki lagi untuk masalah verifikasi ktp...sudah dicoba berulang ulang tetap gagal...Terima Kasih....,Negatif
Sudah sampai setengah proses sudah bayar test pysikologi ternyata engga bisa di lanjut prosesnya karena wilayah Polda KALTIM Belum muncul ini apa sih kalau memang belum siap terbit tidak usah di paksakan untuk terbit yang ada malah bikin susah masyarakat hal yang harusnya bisa dilakukan dengan mudah malah dipersulit nanti giliran SIM mati di tilang bilang nya masyarakat yang salah padahal dari birokrasi pengurusan SIM aja ribet gini 😓,Negatif
"Aplikasi tidak dapat di gunakan eror terus saat mau verifikasi KTP, mohon dengan sangat di perbaiki aplikasi ini karena bermanfaat, kalo kaya gini terus saya mending ke birojasa simpel.",Negatif
"Error ketika verifikasi KTP, namun tidak diberitahu kenapa errornya, seharsnya bisa lebih intuitif dan responsif, pilihan menunya sudah banyak namun terasa percuma karena tidak bisa digunakan jika tidak terverifikasi",Negatif
Aplikasi belum siap digunakan sudah diluncurkan. Bikin kesel pengguna selalu gagal verifikasi,Negatif
ni aplikasi kenapa ya min? tgl 19 april 2021 kemarin saya sudah perpanjang sim lewat aplikasi ini dan sudah smp tahap mentransfer biaya perpanjangan dan sampai sekarang progresny masih 40% aja tidak berubah.. saya sudah cb email menanyakan hal tersebut tp belum ada tanggapan. mohon pencerahannya soalnya tgl 23 april sudah masa habis sim saya. terima kasih,Negatif
Kenapa untuk wilayah polda sumatera selatan belum ada,Negatif
"Tidak bisa memasukan no tlp, minta perbaharui terus padahal sudah terbaru.",Negatif
"Maaf saya kasih bintang 2 karna apa!!! kecepatan pembuatan dan pengiriman sudah oke sekali!!!!! Cuma kenapa pas saya periksa alamat nya ngaco padahal waktu isi aplikasi sudah sesuai e-ktp saya kok alamat nya beda sama e ktp, sedih jadinya",Negatif
"Aplikasi online yg bukanya memudahkan malah menyulitkan, untuk verifikasi e ktp aja sangat ribet. Buat aja sistem upload dokumen ktp nya. Kalau belum siap dilaunching ya gak usah dilaunching.",Negatif
"Kenapa susah sekali verifikasi wajah sudah 100 kali dicoba nggak bisa.., tolong diperbaiki aplikasinya..",Negatif
Kok gagal trus ya dimuka,Negatif
"Aplikasinya belum bisa di gunakan! Saya verifikasi wajah saja gagal terus,,, Tolong di perbaiki dan di kembangkan demi kemudahan dan pelayanan yang terbaik. Terima kasih",Negatif
"Ini kapan bs apply SIM barunya?? Nunggu kebo berubah jd kodok?? Asli bikin aplikasi cuma di awal aja semangatnya, selanjutnya omong kosong, hampir semua layanan blm berfungsi... Udah bukan rahasia umum sih emang, digaji pake duit rakyat makanya santuy, coba ini aplikasi swasta dijamin optimal dan full service👎👎👎",Negatif
Lebih baik jgn dulu dipublish klo aplikasinya masih seperti ini.,Negatif
"susah sekali saat proses register dengan mamasukan nomor HP, dengan report RPC timeout, mohon di cek lagi supaya tetap bisa di gunakan, apa lagi di masa pendemi seperti ini metode daring seperti ini sangat membantu sekali, Verifikasi KTP dengan Foto Gagal Terus",Negatif
Mau verifikasi wajah selalu gagal. Udh bbrp kali dicoba selalu gagal.,Negatif
"hadeuh aplikasi apaan kayak gini, kalo belum siap harusnya jgn launching dulu. Daftar tapi kode OTP nya kagak dikirim kirim, giliran sudah dapat OTP bikin passwordnya salah terus, padahal sudah dicoba beberapa kali.",Negatif
"Kenapa pada saat pemilihan kewilayahan polda, polda jabar tidak ada ? Erikkes dan ePPsi sudah lolos namun tidak ada opsi untuk Polda Jabar ? Solusinya ?",Negatif
Kok gak bisa masuk Aplikasi udah di update Msh aja gak bisa masuk,Negatif
"Nggak bisa diakses pak,, verifikasi gagal trus",Negatif
Pilihan POLDA cuma metrojaya sm JATIM. Ngetik polda JATENG cuma muter2 ga jelas. Solusi?,Negatif
Susah sekali mendapatkan kode OTP,Negatif
"Sudah berhasil tes kesehatan, psikotes, tranfer biaya, sudah 3 hari tidak diproses",Negatif
Yang terhormat bapak bapak polisi terutama IT nya.Kapolri punya ide brilian hanya saja sepertinya IT tidak siap .perlu banyak perbaikan pak. Semoga sukses kedepan nya,Negatif
gagal trus dalam face recognition,Negatif
Kasih lah waktu yg lebih lama pada saaf ferivikasi wajah sebab ada beberapa gerakan yg harus diikuti masak cuma 10 detik biar gak gagal melulu capek tau bolak balik nyoba gagal melulu,Negatif
"Admin mau tanya, saya sudah melakukan pembuatan perpanjangan SIM secara online dan sudah saya bayar dari tgl 19 april 2020, tpi sampai sekarang statusnya masih proses terus ya tidak berubah2, baru 40%, utk jadi sim nya dan pengirimannya berapa lama? Ntar keburu si expired sim lama saya. Mohon infonya min. Soalnya di app nya tidak ad kontak center (CS) utk menanyakan tentang keluhan konsumen.",Negatif
Aplikasi payah udah di upgrade tetap gak bisa yg bikin apk ini amatiran.,Negatif
Aplikasinya tidak bisa digunakan sama sekali. Mohon dibenahi lagi. Katanya dengan adanya aplikasi membantu masyarakat ini malah masyarakat dibuat binggung. Haduuhh,Negatif
"Bgm kita mau ngasih rating bagus, kok gak serius buat apalikasi",Negatif
Aplikasinya belum siap verivikasi wajah gagal terus terlalu cepat instruksinya,Negatif
"Kenapa Polda wilayah jateng ga ada pilihannya , aplikasi gimana ini ,kalo kaya gini keburu SIM saya habis masa berlakunya",Negatif
"Gagal terus di verifikasi e-KTP, apa karena saya jelek?.",Negatif
"Sampah yang Dikemas sedemikian rupa . sehingga menjadi bak ""Hampers Kemajuan""",Negatif
"Aplikasi sekelas milik polri kyk gini amat ya..., Saya sudah seminggu verifikasi foto gagal terus, padahal sudah mengikuti arahan dlm aplikasi.👎",Negatif
Ini apkilasi kenapa lagi ya? Kemaren kendala Baru masukin nomor handphone udah errorr. Respon yg keluar RPC Time Out. Sekarang pas lengkapi data respon Access denied. Ini niat gak sih bikin aplikasi ginian???? Errorr gak beres2 dari awal launching. Tolong dong yang serius perbaikannya,Negatif
"Knp ya sy mau masukan sim A sy gagal terus (jawababbya digitalisasi gagal), tp giliran masukan sim C sy berhasil. Padahal sy sdh masukan no sim dengan benar. Sy coba pakai pindai kartu (sim A) jg sama, tertulisnya sih sim ditemukan, tp ga ada respon kelanjutannya... hadeuh kumaha atuh iyeu teh",Negatif
"Aplikasi gak bisa di buka, payaahhhh",Negatif
"Udah 3 hari mau masuk kagak bisa2,tadi habis di perbarui apl nya,tapi tetep aja gk bsa masuk 👎",Negatif
Helehhhh,Negatif
"erikkes dan eppsi tidak bisa register, bagaimana solusinya,",Negatif
Sulit,Negatif
"Aplikasi blm bisa , semoga cepet diperbaiki",Negatif
"1. e-rikkes berkali² coba karena sering muncul keterangan tidak ada dokter (Semarang Kota) 2. Tes psikologi pas tes kecermatan keterangannya waktu habis terus pas di klik selanjutnya. jadinya hasil tes kecermatanku 0 3. Tinggal ngisi data buat perpanjangan, data sudah diisi, hasil test erikkes sama psikologi udah ada, giliran ngisi Polda, gada Polda Jawa Tengah. tetep harus ke satpas keknya",Negatif
Aplikasi jelek sekali malah lebih enak langsung perpanjang ke Kantor langsung dari pada pake aplikasi kayak gini.,Negatif
"Kalau blom siap buat apa di launching , 💢💢",Negatif
Aduh ini verifikasi wajah ngribetin. Kalah banget sama verifikasi wajah ojol.,Negatif
Payah deplovernya,Negatif
"Verifikasi ktp gagal terus,,padahal udah coba berulang kali..",Negatif
"Verifikasi KTP sangat susah. Sudah 8 hari berturut saya lakukan tetap tidak berhasil. Jam sibuk dan tidak sibuk tidak berpengaruh, tetap tidak bisa. Bahkan jam 2 dini hari pun tetap invalid. Mohon di perbaiki responsive nya. Dan tetap sama ketika sudah di update.",Negatif
parah bgt..aplikasi sepertinya belum siap pakai.. verifikasi wajah dan menyimpan data sim berulang kali gagal padahal sudah update aplikasinya dan hampir setiap hari dicoba..,Negatif
Kenapa ya ko kode verifikasinya kaga pernah muncul muncul,Negatif
"Verifikasi face recognition untuk e-ktp gagal terus, mohon segera diperbaiki",Negatif
"Mau masukin data NIK,email aja nggak bisa.akses ditolak. Gimana nih maksudnya",Negatif
"Verifikasi nya susah,suruh ngikutin intruksi,suruh buka mulut,nengok kika,ngedip dan lain2,tapi tetep aja gagal,tolong admin perbaiki lah,harus bagaimana kami menikmati aplikasi karya anak bangsa,udah di perbarui masih gagal teruuuuuussss,gimana ini",Negatif
Ga bisa verify KTP haduhh,Negatif
Bikin password aj gagal mulu,Negatif
Ketika mau buat PIN gagal terus.. padahal nomer hp udah sesuai OTP yang dikirim kenapa ya?? Padahal Baru download ya kog gak bisa mendaftar??. Mohon perbaiki lagi yaa.. terima kasih.,Negatif
Mempersulit ini namanya,Negatif
"pilihan satpas untuk wilayah jatim hanya polres jombang sedangkan saya madiun , saya coba lanjutin di tolak permohonan saya , mohon umtuk di tambah pilihan satpasnya , terima kasih",Negatif
Gimana ini aplikasinya masukin kata sandi ulang nggak bisa terus,Negatif
"Gak bisa verifikasi ktp, foto wajah selalu gagal padahal sesuai instruksi 😰",Negatif
"sementara bintang 1 dulu, coba register mentok di masukkan pin mulu, dicoba berulang-ulang tetep gagal ( eror ) semoga segera ada perbaikan",Negatif
Mau masuk aja ribet kalo belum siap janagan bikin aplikasi,Negatif
Mau regis something went wrong to create account terus.. aplikasinya ga pernah bener heran... 😒,Negatif
"pak, mohon diperbaiki 🙏",Negatif
Pengen berkata kotor tapi takut di tangkap,Negatif
"PAYAHH.. Tidak Bisa Buat Akun, Ketika buat PIN dinyatakan Salah terus padahal konfirmasi PIN sudah sesuai 🥴",Negatif
Proses sudah selesai kira kira berapa hari jadi nya SIM nya saya sudah 3 hari ini ga ada kabar apa apa,Negatif
Aplikasi blm siap pakai. Berkali kali buat user password gak bisa trs. Parah,Negatif
"KUMAHA IEU APLIKASI TEH BAPAK/IBU APARAT..?? UDAH KIRIM KODE OTP, UDAH BIKIN PIN.. SURUH LOGIN TAPI GA ADA OPSI LOGINNYA. MLAH BOLAK BALIK MASUKIN NOMOR HP TEROSS SAMPAI NEGARA API MENYERANG.. 🙈👎",Negatif
Baru mau mau login aja kok gagal terus ya.. 🤔🤔,Negatif
benerin y,Negatif
"verifikasi masih gagal, ga bsa masuk mohon di perbaiki untuk bug nya",Negatif
"Apakah urus perpanjang SIM di aplikasi ini masa berlaku SIM hanya 3 bulan, saya kok bukan dapat 5 tahun ya masa berlaku SIM nya, hanya dapat masa berlaku 3 bulan",Negatif
Saat mau mencari lokasi satpas susahnya minta ampun dan sampai sekarang belum bisa walaupun sudah mencoba ratusan kali,Negatif
"Aplikasi jelek ga bisa daftarnya,susah sudah berkali kali saya daftar tapi gak bisa-bisa🤦🤦🤦",Negatif
"Kenapa satpas yang tersedia di polda jatim hanya muncul Polres Jombang saja? Padahal untuk tes psikologi dan tes kesehatan sudah ada satpas kota lainnya? Saya berdomisili di Sidoarjo dan permohonan perpanjangan SIM saya ditolak oleh Polres Jombang tanpa alasan. Padahal pilihan yang tersedia hanya polres Jombang saja dan saya terpaksa memilih satpas tersebut karena tidak ada pilihan lain.  Tolong aplikasi nya segera diperbaiki karena masalah ini telah membuang waktu, uang dan paket data.",Negatif
"Aplikasi tidak dapat berguna atau berjalan dengan baik bahkan sampai 2 menggunakan no HP tetapi kode OTP yang diharapkan untuk masuk tidak didapatkan, mohon kepada tim pengembang untuk memperbaiki sistem sehingga dapat di gunakan oleh masyarakat dengan sempurna'",Negatif
"Aplikasi belum rampung aja dah sok2an di launching, mana banyak banget fitur yg belum tersedia lagi, yg diberitakan beda banget sama kenyataan di aplikasi. 😪😪😪 Niat gak sih bikin aplikasi tuh, selalu aja niatnya bikin ekspetasi gak sesuai💦",Negatif
Baru juga ngisi form... Nik udah terdaftar... Haduhhhhh,Negatif
Aplikasi tai,Negatif
Verifikasi ektp hampir 24 jam gagal terus,Negatif
"Jujur aja, aplikasi ini sampah...nyesel download trus daftar login.. Kalo emang g siap buat jaman serba canggih serba aplikasi jngan koar2 di media nasional sampe internasional.. Maluuuuuuuuuuuuu gue punya pejabat2 negara( sipil maupun miiter) banyak mulut ga ada bukti...",Negatif
"Jangankan untuk daftar, pas pertama verifikasi aja dh sipersulit. Emang g niat ini pemerintahnya asli",Negatif
Sy SDH sampai cari polda ..tp macet tlg dibantu.sdh bayar test.tgl perpanjangan SDH mepet,Negatif
Gak bisa masuk cuma gambar sja selama lamanya... 😕🥺😕😕,Negatif
Alih alih bisa efisiensi waktu.. Ko malah jadi ribet y prosesnya.. Pengin kasih B5 tapi realitanya memang ribet untuk saat ini mudah mudahan kedepan bisa lebih baik lg..,Negatif
GA NIAT.,Negatif
Aplikasi terjelek se dunia jng di donwload .sumpah jelek jelek auto hapus ......,Negatif
mohon aplikasi nya segera di benerin ...masih banyak bug nya..,Negatif
"Kok indonesia bikin aplikasi sim aja disulit2kan sih.. Aneh.knp ga dibikin simpel kan kita byr bukan minta.. Ada2 aja alasannya:baru rilislah,msh adaptasilah,tp kalo urusanya naikin pajak kendaran progresif kok tnp ada kesulitan yah..lsg berlaku serempak tnp basa basi. Kpn indonesia mau bebas dari percaloan apalg urusan Sim.",Negatif
Gagal verifikasi ktp trus ...pdhal dah ngikutin sesuai intruksi ny...,Negatif
Tidak bisa verifikasi ktp,Negatif
Layanan Belum Tersedia bapak-bapak ibu-ibu....,Negatif
"Aplikasi yang buruk, gak bisa diakses. Mohon untuk diperbaiki lebih baik lagi.",Negatif
"Satpas nya susah di temukan, ini aplikasi keknya belum siap🤣",Negatif
"Ini inovasi yang bagus, tapi sayang seharusnya ini di berikan panduan yang baik dan jelas serta informasi yang lengkap juga, dan saya agak bingung terhadap penggunaan aplikasi ini, harapan saya ini dapat di perbaiki, Terimakasih.",Negatif
Peningkatan Golongan sim belum tersedia 😔,Negatif
Foto wajah susah padahal sdh Sesuai apa yg dianjurkan... Cahaya baik signal baik dll... Tp ending nya selalu... Waktu habis,Negatif
bukan mempermudah malah mempersulit cok,Negatif
"Terlalu kurang dimengerti dan agak sedikit ribet bagi orang awam .... Saya kira cuma 1 pintu ternyata Tidak, harus instal beberapa aplikasi lagi erikes dan aps psikotes... Maaf cuma 2 Star",Negatif
Tidak bisa verifikasi KTP aneh banget padahal sudah sesuai semua..,Negatif
SULIT,Negatif
"Mohon dapat diperbaiki kembali, saya sudah aktivasi email dan lain2 ketika aktivasi KTP selalu gagal terus, SIM saya expired bulan mei ini sementara saya tidak bisa melakukan perpanjangan karena pada aplikasi verifikasi KTP saya gagal terus, mohon dapat dibantu. Terima kasih",Negatif
Masih belum bisa digunakan,Negatif
"Verifikasi E-Ktp gagal terus, tolong dimaksimalkan lagi fitur-fitunya,. Aplikasi resmi kok kurang user friendly, masih berbelit-belit; tidak ada notifikasi yg spesifik",Negatif
Aplikasi bikin orang indonesia GILA pada waktu verifikasi e-ktp 😀,Negatif
Udh aja ga usah bikin aneh² deh.....ga kepake juga hahaha,Negatif
Selamat sore. Mohon informasinya mengenai verifikasi wajah selalu gagal dan gagal terus,Negatif
Gak fungsi,Negatif
"Aku tidak tau, knp gagal terus dalam Verifikasi E-KTP. Memang sulit klo ngurus sim online banyak uangnya? , canda uang 😅",Negatif
Semua pelayanan tidak tersedia...ini gimana toh aplikasi.,Negatif
Sangat tak bermanfaat,Negatif
"Banyak failed registrasi. Bukan memudahkan, malah buat susah. #menurutku",Negatif
"Besok udah mau abis masa berlaku sim, udh daftar dr tgl 17, stuck di eppsi, gk bisa keluarin no bayar, keterangan incomplete mandatory parameters",Negatif
"Aplikasi ini sepertinya belum siap launching atau mungkin masih perlu perbaikan lagi. Soalnya mau verifikasi foto ktp susah sekali, padahal sudah sesuai instruksi. Semoga cepat selesai dalam pengembangan aplikasinya, agar masyarakat nyaman dalam menggunakan",Negatif
Payah masih ngebug... masukin verifikasi gerakan tubuh aja eror mulu 😂 Tolong di benahi lagi sesuai visi juga,Negatif
Mensengnyarakan,Negatif
Percuma saya sudah coba.mulai dari tes kesehatan psikolog hingga sudah selesai ujung2 nya di batal kan.mana lagi uang nya tidak di kembalikan full.kecewa banget cuma buang2 uang doang.gak membatu meringan kan malah menambah masalah.,Negatif
Sdh download tp kok sulit dibuka..,Negatif
Sedih banget menghadapi aplikasi yang seharusnya gak bikin ribet.,Negatif
Wkwkwkw komen nya minus ga ada bagus bagus nya Masa aplikasi pelayanan publik kalah sama app pinjol dkk wkekekek,Negatif
"Sengaja dibikin ribet kayaknya, biar calo juga tidak kehilangan sumber penghasilan.",Negatif
Pencet erikkes sama eppsi kok gak bisa kebuka ya???,Negatif
"Pencet erikkes dan eppsi gak bisa dibuka, katanya gak ribet, ternyata ribet juga",Negatif
Verif KTP gak bisa2. Tolong diperbaiki.,Negatif
Udah verifikasi sesuai arahan tapi masih gagal,Negatif
1 aja dulu Gak bisa di manfaatin Mau daftar perpanjangan Saat upload mau lanjut selalu gagal Nanti bintangnya saya tambah 4 lagi Kalau aplikasinya sudah berguna Terimakasih atas usahanya.,Negatif
"Ribet...malah tetap keluar juga dari rumah, mending langsung saja ke gerai sim keliling/gerai di mall...apalagi dimasa masa pandemi seperti ini...",Negatif
Payah bilang,Negatif
"Kalo aplikasi nya belum 100% , jangan di launching dulu. Sama sekali gak bisa digunakan ini aplikasi. Proses pendaftaran di erikkes nya gagal terus",Negatif
"Aplikasi kacau, capek mangap2 kaga bisa2",Negatif
"Sangat tidak efektif sudah transfer tes psikologi dan kesehatan sudah ceklis ambil sendiri tapi tahapan selanjutnya tidak bisa, datang ke satpas daan mogot loket drive thrue tidak ada petugas, tanya petugas di sana di oper sana sini, tapi tetep tidak ada hasil, sampai saat ini status perpanjangan sim saya tidak ada kejelasan",Negatif
"Kirain bakal berguna tinggal serahin gitu, ternyata gak diterima di Sukoharjo Jawa Tengah. Dibilangnya itu bukan aplikasi kita. Pdhl tes kesehatan dan psikologi nya udah bayar online dan udah tes juga di aplikasi errikkes dan eppsi sim. Gak guna semuanya.",Negatif
"Untuk verifikasi kpt nya gimana sih!!!kok susah mohon untuk penjelasannya,jangan sampai apk ini mempersulit bukan mempermudah.bintang 1 aja cukup untuk apk yang tidak sempurna",Negatif
"Gak apa apa. Aku menunggu sampai aplikasi ini siap 😂. Verifikasi wajah gagal muluuu, sampek pegel kepala gara2 angguk angguk dan noleh2 trus tapi gagal maning 😅",Negatif
Verifikasi wajah error melulu duh dari launchin sampe sekarang ga bs ga guna apalagi baca yg udh coba urus tetap aja ribet..mending seperti biasa aja,Negatif
"Susah banget verifikasi eKTP, kepala sampai tengleng dibuatnya untuk verifikasi fotonya, tp masih gagal juga, hadeeh.",Negatif
Ga bisa d pakai buat bikin sim baru,Negatif
kenapa tdk bs dibuka katanya Nik sdh terdaftar.. padahal saya mau perpanjangan untuk tgl 15 mei nanti sedangkan tgl tsb bertepatan dgn hari raya.. trus bagaimana saya bs memperpanjang sim saya..,Negatif
Blm bisa masuk,Negatif
Kok saya verifikasi KTP gak bisa2 ya ? Kenapa min ?,Negatif
Tidak bisa verifikasi e ktp.,Negatif
"Sangat buruk, masih jauh dari sempurna, terutama PERBAIKI verifikasi e ktp, saya sudah menurut semua gerakan, e ktp saya juga gak bermasalah, yg bermasalah di UI UX aplikasi ini. Payah lah, mengecewakan.",Negatif
"Hanya karena dipaksa istri utk download, tapi dari awal sudah tidak meyakinkan, lihat ratingnya saja sangat buruk dan akhirnya memang benar...benar2 gak ada gunanya. Yang begini mestinya dilaporkan ke pak Kapolri, malu maluin institusi.",Negatif
"Susah sangat login🧐,",Negatif
"Saya ulang berkali kali kode OTP tidak masuk Berharap bisa diperbaiki, agar aplikasi bisa digunakan. Update: 20 april 2021 Sudah bisa masuk otp sudah dapat, namun verifikasi KTP berkali kali tidak pernah berhasil",Negatif
"Ini bukan mempermudah aplikasi nyusahin verivikasi aja gagal terus sampe 8 kali .. coba kalo buat aplikasi yang ""niat""banyak org IT yg bisa bantu buka rekrut org yg paham di bidangnya BKN cm sekedar gebrakan tapi krg optimal manfaatnya",Negatif
Tidak adanya no. Yang dihubungi apabila ada pengisian data yang salah contoh masa berlaku SIM salah menulis terus menghubungi siapa?,Negatif
Verifikasi ektp aja susah banget,Negatif
Ga bisa daftar ktp 👎,Negatif
uang ku gmn uda tes psikolog 27rb tp ndak ada respon kelanjutan aplikasi kok malak secara pelan2 ini barusan td saya ke samsat malah d sarankan jgn pake aplikasi ini berarti aplikasi ini gk bener jgn coba2 yg blom pake drpd kyk saya uang uda setor tp selanjutnya gk ada respon,Negatif
Belum berkerja optimal,Negatif
Gk bisa isi data pribadi,Negatif
Mohon diperbaiki lagi aplikasi nya,Negatif
"Pendaftaran sudah berhasil tapi untuk verifikasi e KTP sulit sekali, foto selalu gagal. Tolong dipermudah lagi",Negatif
"Mentang mentang HP kentang verifikasi KTP susah banget, tidak sesuai gerakan mulu pdhl waktu blm habis",Negatif
Erikes dan eppsi nya kacau.. celah tuuhh buat di push..,Negatif
"Tidak berjalan dengan baik... Semua fitur tidak tersedia ""layanan Belum tersedia"" Maaf layanan yang Anda pilih sedang dalam proses pengembangan Semua saya coba klik, tapi semuanya tidak bisa... Keterangannya sama ' layanan belum tersedia' Tolong dimaksimalkan lagi aplikasinya.. Untuk mempermudah pelayanan... Dan menghindari pungli dilapangan. 😁 Pengen cepet tau kinerja aplikasinya sampai mana.",Negatif
"uninstal, nanti kalo udah ajib baru instal lagi. ngulang terus poto, gagal maning... gagal maning. akhirnya ke satpas, g sampe 30menit kelar tanpa calo. Bravo buat bapak2 yg standby d lokasi satpas. Sangat membantu dan Ramah banget.",Negatif
Mending langsung ke sim keliling aja min,Negatif
Sumpeh deh susah bener buat verifikasi e-KTP doank. Dah kyk org gila buat verifikasi doank kagak berhasil2.,Negatif
Mau verifikasi KTP ga bisa terus,Negatif
Verifikasi wajah gagal terus padahal sudah sesuai instruksi,Negatif
Gabisa verifikasi,Negatif
"Lebih mudah perpanjang sim di sim keliling dari pada lewat aplikasi ini yang harus pakai tes kesehatan dan psikologny tetap ke lokasi tes ditempat yg berbeda, ribet.",Negatif
Kenapa e rikkes nya ga bisa dklik??? Aplikasi apaan nih? Tp ya ga aneh.. udah biasa sok canggih tp realnya masih KOLOT juga..,Negatif
Sayangnya mau verifikasi data diri gak bisa mulu,Negatif
Belum siap digunakan sama sekali... Verifikasi wajah saja gak bisa dan yang lainnya masih dalam pengembangan...,Negatif
"saya sudah selesai registrasi di sinar pda tanggal 14 april. saya sudah melakukan pembayaran melalui VA BNI. sampai sekrang masih belum di proses. padahal sim saya akan segera nonaktifkan pada waktu2 dekat ini. sepertinya aplikasi Sinar ini belum siap untuk dipergunakan, sangat slow responsibility. hadeh. Rilis Aplikasi besar²an tapi pada nyata nya sangat mengecewakan.",Negatif
"Ga bisa kepake,,,,, pusing dech!!!",Negatif
G pernh masuk .setelah dikirm OTP ny,Negatif
Susah minta ampun verfikasi ktp aja susah banget tunjukan mata lah ga ada respon.belum ini dan itu. Kalau mau bantu permudah masyarakat jgn di bikin ribet lah. Ntar aja saya kasih bintang kalau sdh sukses verfikasi nya,Negatif
"Udah seminggu verifikasi data ga berhasil2,,,,,,,",Negatif
Setengah Hati bikinnya ya bintang nya setengah aja..,Negatif
Sampai sekarang tidak bisa masukkan data pribadi,Negatif
"Proses perpanjangan sim saya tidak bisa dilanjutkan karena pada saat mau transfer biayanya, tidak keluar nomor VA Bank BNI nya. Jadi proses sim saya berhenti sampai disitu, mau dilanjutkan juga bingung karena tidak ada nomor VA nya. Sedangkan masa waktu sim saya sebentar lg habis. Aplikasi ini sangat membingungkan",Negatif
Susah verifikasi ktp,Negatif
Pelayanan buruk baik offline maupun online dibikin susah,Negatif
"Ampas, kebanyakan verif tp gagal terus, pasti anggaran gede nih tp as always like other gov apps ampas kabeh",Negatif
"Tes erikes dan yang satulagi tidak dapat dilakukan, mungkin apabila belum siap jgn launching dulu bang. Pastikan semua layanan siap dan layak digunakan. Terimakasih",Negatif
Capek ...payah,Negatif
Alamat Daerah Jawa timur gak ada semua.,Negatif
"Susah aplikasinya payah gagal terus mau verifikasi foto aplikasi apaan, gagal terus gagal terus padahal udah sesuai instruksi.",Negatif
Percuma tidak bisa diakses,Negatif
"Proses verivikasi data eror, sudah mengikuti tutorial tapi tidak terveriv",Negatif
